id,type,description,source
EVID_10951,Laptop Image,Suspicious email chain,Corporate network
EVID_10952,Account Records,Forged documents,Corporate network
EVID_10953,Laptop Image,External USB,Office search
EVID_10954,Network Logs,Suspicious email chain,IT department
EVID_10955,USB Device,Bank transaction logs,Internal audit
EVID_10956,USB Device,External USB,Cloud provider
EVID_10957,Network Logs,Forged documents,Corporate network
EVID_10958,Network Logs,Unauthorized access logs,Internal audit
EVID_10959,Database Dump,Deleted files recovery,Internal audit
EVID_10960,Database Dump,Bank transaction logs,Personal device
EVID_10961,Server Image,Forged documents,Cloud provider
EVID_10962,Email Logs,External USB,Internal audit
EVID_10963,Email Logs,External USB,Personal device
EVID_10964,Account Records,Encrypted smartphone,Personal device
EVID_10965,USB Device,Unauthorized access logs,Internal audit
EVID_10966,Email Logs,External USB,Corporate network
EVID_10967,Email Logs,Malware traces,Cloud provider
EVID_10968,Network Logs,Suspicious email chain,Financial institution
EVID_10969,Database Dump,Encrypted smartphone,Financial institution
EVID_10970,Server Image,Bank transaction logs,Corporate network
EVID_10971,Laptop Image,External USB,Internal audit
EVID_10972,Hard Drive,Deleted files recovery,IT department
EVID_10973,Hard Drive,Unauthorized access logs,Law enforcement
EVID_10974,Account Records,Deleted files recovery,IT department
EVID_10975,Account Records,Suspect laptop,Personal device
EVID_10976,Mobile Phone,Forged documents,IT department
EVID_10977,Laptop Image,External USB,Law enforcement
EVID_10978,Account Records,Malware traces,Financial institution
EVID_10979,Database Dump,Suspicious email chain,IT department
EVID_10980,Cloud Storage,External USB,Corporate network
EVID_10981,Email Logs,External USB,Financial institution
EVID_10982,Hard Drive,Malware traces,Corporate network
EVID_10983,Server Image,Forged documents,Internal audit
EVID_10984,Database Dump,Deleted files recovery,Financial institution
EVID_10985,Account Records,Malware traces,Financial institution
EVID_10986,Server Image,External USB,Internal audit
EVID_10987,Mobile Phone,External USB,Corporate network
EVID_10988,Server Image,Deleted files recovery,IT department
EVID_10989,Mobile Phone,Unauthorized access logs,Law enforcement
EVID_10990,Cloud Storage,Deleted files recovery,Law enforcement
EVID_10991,Laptop Image,Encrypted smartphone,IT department
EVID_10992,Mobile Phone,External USB,Internal audit
EVID_10993,Hard Drive,Bank transaction logs,IT department
EVID_10994,USB Device,Encrypted smartphone,Law enforcement
EVID_10995,Cloud Storage,Encrypted smartphone,Corporate network
EVID_10996,Laptop Image,Financial records,Cloud provider
EVID_10997,USB Device,Encrypted smartphone,Cloud provider
EVID_10998,USB Device,Suspect laptop,Personal device
EVID_10999,Laptop Image,Forged documents,Office search
EVID_11000,Server Image,Suspect laptop,Cloud provider
EVID_11001,Cloud Storage,Forged documents,Cloud provider
EVID_11002,Database Dump,Suspect laptop,Financial institution
EVID_11003,USB Device,Malware traces,Financial institution
EVID_11004,USB Device,Unauthorized access logs,Office search
EVID_11005,Cloud Storage,Deleted files recovery,Office search
EVID_11006,Account Records,Unauthorized access logs,Law enforcement
EVID_11007,Account Records,Financial records,Law enforcement
EVID_11008,USB Device,Unauthorized access logs,Financial institution
EVID_11009,Database Dump,Forged documents,Financial institution
EVID_11010,Network Logs,Suspicious email chain,Personal device
EVID_11011,USB Device,Deleted files recovery,Internal audit
EVID_11012,Laptop Image,Unauthorized access logs,IT department
EVID_11013,Mobile Phone,Suspect laptop,Corporate network
EVID_11014,Hard Drive,Encrypted smartphone,Law enforcement
EVID_11015,Mobile Phone,Malware traces,Internal audit
EVID_11016,USB Device,Financial records,Corporate network
EVID_11017,Server Image,Deleted files recovery,Law enforcement
EVID_11018,Database Dump,External USB,Office search
EVID_11019,Account Records,Suspicious email chain,Personal device
EVID_11020,Cloud Storage,Suspicious email chain,Corporate network
EVID_11021,Email Logs,Forged documents,Financial institution
EVID_11022,Laptop Image,Forged documents,Financial institution
EVID_11023,Account Records,External USB,Personal device
EVID_11024,Cloud Storage,Malware traces,Law enforcement
EVID_11025,Hard Drive,Forged documents,Corporate network
EVID_11026,Account Records,Bank transaction logs,Corporate network
EVID_11027,Network Logs,Financial records,IT department
EVID_11028,Email Logs,Forged documents,Personal device
EVID_11029,Mobile Phone,Unauthorized access logs,Cloud provider
EVID_11030,Cloud Storage,Malware traces,Cloud provider
EVID_11031,Server Image,Malware traces,Financial institution
EVID_11032,Account Records,Encrypted smartphone,IT department
EVID_11033,USB Device,Suspicious email chain,Cloud provider
EVID_11034,Email Logs,Suspicious email chain,Financial institution
EVID_11035,Mobile Phone,Suspect laptop,Financial institution
EVID_11036,Laptop Image,Suspect laptop,Corporate network
EVID_11037,Hard Drive,Bank transaction logs,Office search
EVID_11038,Hard Drive,Suspect laptop,Office search
EVID_11039,Network Logs,Suspect laptop,Financial institution
EVID_11040,Email Logs,Bank transaction logs,Corporate network
EVID_11041,Laptop Image,Encrypted smartphone,Corporate network
EVID_11042,Network Logs,Bank transaction logs,Financial institution
EVID_11043,Account Records,Unauthorized access logs,Financial institution
EVID_11044,Server Image,Bank transaction logs,Internal audit
EVID_11045,Laptop Image,Deleted files recovery,Cloud provider
EVID_11046,Laptop Image,Bank transaction logs,Cloud provider
EVID_11047,Mobile Phone,External USB,Personal device
EVID_11048,Mobile Phone,Suspicious email chain,Financial institution
EVID_11049,Database Dump,Suspect laptop,Financial institution
EVID_11050,Server Image,Suspect laptop,Internal audit
EVID_11051,Account Records,Bank transaction logs,Law enforcement
EVID_11052,Hard Drive,Financial records,Office search
EVID_11053,Laptop Image,Unauthorized access logs,Corporate network
EVID_11054,Email Logs,External USB,Law enforcement
EVID_11055,Hard Drive,Malware traces,Office search
EVID_11056,Account Records,External USB,Cloud provider
EVID_11057,Mobile Phone,Suspicious email chain,Personal device
EVID_11058,USB Device,Suspicious email chain,Internal audit
EVID_11059,Mobile Phone,Forged documents,IT department
EVID_11060,Network Logs,External USB,Law enforcement
EVID_11061,Mobile Phone,Bank transaction logs,Corporate network
EVID_11062,Cloud Storage,Forged documents,IT department
EVID_11063,Cloud Storage,Financial records,IT department
EVID_11064,Cloud Storage,External USB,Personal device
EVID_11065,Hard Drive,Bank transaction logs,Personal device
EVID_11066,USB Device,Bank transaction logs,Cloud provider
EVID_11067,Hard Drive,Suspect laptop,Office search
EVID_11068,Server Image,Suspect laptop,IT department
EVID_11069,Email Logs,Forged documents,Office search
EVID_11070,Cloud Storage,Deleted files recovery,Law enforcement
EVID_11071,Network Logs,Forged documents,Internal audit
EVID_11072,Cloud Storage,Financial records,Cloud provider
EVID_11073,Laptop Image,Encrypted smartphone,Financial institution
EVID_11074,Laptop Image,External USB,Law enforcement
EVID_11075,Laptop Image,Forged documents,Office search
EVID_11076,Database Dump,Forged documents,Law enforcement
EVID_11077,Database Dump,Financial records,IT department
EVID_11078,Mobile Phone,Deleted files recovery,Office search
EVID_11079,Database Dump,Deleted files recovery,Financial institution
EVID_11080,Server Image,Bank transaction logs,Internal audit
EVID_11081,Mobile Phone,Malware traces,Internal audit
EVID_11082,Database Dump,Deleted files recovery,IT department
EVID_11083,Database Dump,Financial records,Financial institution
EVID_11084,Network Logs,Suspicious email chain,IT department
EVID_11085,Mobile Phone,Encrypted smartphone,Personal device
EVID_11086,Mobile Phone,Deleted files recovery,Internal audit
EVID_11087,Database Dump,Financial records,Corporate network
EVID_11088,USB Device,Deleted files recovery,Office search
EVID_11089,Cloud Storage,Deleted files recovery,Financial institution
EVID_11090,Server Image,Bank transaction logs,IT department
EVID_11091,Email Logs,Suspect laptop,Corporate network
EVID_11092,Laptop Image,Unauthorized access logs,Personal device
EVID_11093,Cloud Storage,Malware traces,Law enforcement
EVID_11094,Database Dump,Unauthorized access logs,Corporate network
EVID_11095,Account Records,External USB,Financial institution
EVID_11096,Account Records,Deleted files recovery,Personal device
EVID_11097,Laptop Image,Financial records,Financial institution
EVID_11098,Email Logs,Deleted files recovery,Personal device
EVID_11099,Cloud Storage,Unauthorized access logs,Internal audit
EVID_11100,Mobile Phone,External USB,IT department
EVID_11101,Server Image,Bank transaction logs,Corporate network
EVID_11102,Account Records,Bank transaction logs,IT department
EVID_11103,Account Records,Encrypted smartphone,Personal device
EVID_11104,Cloud Storage,Deleted files recovery,Personal device
EVID_11105,Hard Drive,Suspect laptop,Internal audit
EVID_11106,Server Image,Financial records,Personal device
EVID_11107,Account Records,Malware traces,Internal audit
EVID_11108,USB Device,Bank transaction logs,Corporate network
EVID_11109,Server Image,Deleted files recovery,Internal audit
EVID_11110,Server Image,Financial records,IT department
EVID_11111,Cloud Storage,Suspect laptop,Cloud provider
EVID_11112,Email Logs,Unauthorized access logs,Cloud provider
EVID_11113,Server Image,External USB,IT department
EVID_11114,Server Image,External USB,Personal device
EVID_11115,Database Dump,Deleted files recovery,Corporate network
EVID_11116,USB Device,Bank transaction logs,Office search
EVID_11117,USB Device,Forged documents,Office search
EVID_11118,Network Logs,Unauthorized access logs,Internal audit
EVID_11119,Hard Drive,Financial records,Personal device
EVID_11120,Laptop Image,Malware traces,IT department
EVID_11121,Hard Drive,Unauthorized access logs,Financial institution
EVID_11122,Account Records,External USB,Financial institution
EVID_11123,Mobile Phone,Encrypted smartphone,Corporate network
EVID_11124,Network Logs,Bank transaction logs,Personal device
EVID_11125,Account Records,External USB,Corporate network
EVID_11126,USB Device,Suspect laptop,Personal device
EVID_11127,Email Logs,Suspicious email chain,Office search
EVID_11128,Server Image,Financial records,Law enforcement
EVID_11129,Hard Drive,Deleted files recovery,Office search
EVID_11130,Mobile Phone,Bank transaction logs,Law enforcement
EVID_11131,Network Logs,Deleted files recovery,Financial institution
EVID_11132,Server Image,Bank transaction logs,Financial institution
EVID_11133,Email Logs,Financial records,Financial institution
EVID_11134,Cloud Storage,Forged documents,Cloud provider
EVID_11135,USB Device,Forged documents,Office search
EVID_11136,Email Logs,Deleted files recovery,Financial institution
EVID_11137,USB Device,Encrypted smartphone,Cloud provider
EVID_11138,Cloud Storage,Financial records,Corporate network
EVID_11139,USB Device,Suspicious email chain,Office search
EVID_11140,USB Device,Financial records,Financial institution
EVID_11141,Hard Drive,Forged documents,Personal device
EVID_11142,Network Logs,Financial records,Cloud provider
EVID_11143,Mobile Phone,Deleted files recovery,Personal device
EVID_11144,Database Dump,Deleted files recovery,Corporate network
EVID_11145,Hard Drive,External USB,Cloud provider
EVID_11146,Cloud Storage,Suspect laptop,Internal audit
EVID_11147,Cloud Storage,Unauthorized access logs,Cloud provider
EVID_11148,Laptop Image,Encrypted smartphone,Office search
EVID_11149,Account Records,Deleted files recovery,IT department
EVID_11150,Email Logs,Unauthorized access logs,Personal device
EVID_11151,Network Logs,Suspicious email chain,Personal device
EVID_11152,Database Dump,External USB,Internal audit
EVID_11153,Database Dump,Suspicious email chain,Law enforcement
EVID_11154,Cloud Storage,External USB,Office search
EVID_11155,Database Dump,Encrypted smartphone,Office search
EVID_11156,Server Image,Unauthorized access logs,Personal device
EVID_11157,Mobile Phone,Financial records,Law enforcement
EVID_11158,Mobile Phone,Unauthorized access logs,Law enforcement
EVID_11159,Cloud Storage,Financial records,Office search
EVID_11160,Account Records,Encrypted smartphone,IT department
EVID_11161,Cloud Storage,Financial records,IT department
EVID_11162,Hard Drive,Deleted files recovery,Financial institution
EVID_11163,Cloud Storage,Forged documents,Cloud provider
EVID_11164,Account Records,Bank transaction logs,Office search
EVID_11165,Mobile Phone,Unauthorized access logs,Financial institution
EVID_11166,Email Logs,Financial records,Cloud provider
EVID_11167,Cloud Storage,Forged documents,Internal audit
EVID_11168,Email Logs,Malware traces,Corporate network
EVID_11169,Network Logs,Financial records,IT department
EVID_11170,Network Logs,Forged documents,Internal audit
EVID_11171,Server Image,Financial records,IT department
EVID_11172,Cloud Storage,Encrypted smartphone,Financial institution
EVID_11173,Database Dump,Encrypted smartphone,Law enforcement
EVID_11174,USB Device,Malware traces,IT department
EVID_11175,Mobile Phone,Suspicious email chain,Personal device
EVID_11176,Mobile Phone,Deleted files recovery,Office search
EVID_11177,Database Dump,Suspect laptop,Internal audit
EVID_11178,Cloud Storage,External USB,Personal device
EVID_11179,Network Logs,Encrypted smartphone,Internal audit
EVID_11180,Mobile Phone,Malware traces,Financial institution
EVID_11181,Server Image,Forged documents,Corporate network
EVID_11182,Account Records,Encrypted smartphone,Internal audit
EVID_11183,Account Records,External USB,IT department
EVID_11184,Email Logs,Malware traces,Law enforcement
EVID_11185,Hard Drive,Bank transaction logs,Law enforcement
EVID_11186,Network Logs,Unauthorized access logs,Office search
EVID_11187,Laptop Image,Deleted files recovery,Financial institution
EVID_11188,Account Records,Suspicious email chain,Internal audit
EVID_11189,Cloud Storage,Malware traces,Financial institution
EVID_11190,Laptop Image,Suspicious email chain,Personal device
EVID_11191,Cloud Storage,Suspect laptop,Office search
EVID_11192,Cloud Storage,Malware traces,Personal device
EVID_11193,Hard Drive,Encrypted smartphone,Financial institution
EVID_11194,Laptop Image,Deleted files recovery,Financial institution
EVID_11195,Server Image,Malware traces,Personal device
EVID_11196,Email Logs,Deleted files recovery,Cloud provider
EVID_11197,Email Logs,Unauthorized access logs,Office search
EVID_11198,Network Logs,Financial records,IT department
EVID_11199,Server Image,Deleted files recovery,IT department
EVID_11200,Laptop Image,External USB,Cloud provider
EVID_11201,Database Dump,Suspect laptop,Financial institution
EVID_11202,Cloud Storage,Encrypted smartphone,IT department
EVID_11203,Laptop Image,Unauthorized access logs,Cloud provider
EVID_11204,Account Records,Financial records,Corporate network
EVID_11205,USB Device,Encrypted smartphone,Cloud provider
EVID_11206,Network Logs,Deleted files recovery,Corporate network
EVID_11207,Account Records,Forged documents,Cloud provider
EVID_11208,Network Logs,Forged documents,Corporate network
EVID_11209,Server Image,External USB,Financial institution
EVID_11210,Cloud Storage,Suspect laptop,Personal device
EVID_11211,Account Records,External USB,Personal device
EVID_11212,Hard Drive,External USB,Personal device
EVID_11213,USB Device,External USB,Cloud provider
EVID_11214,Database Dump,Suspicious email chain,Personal device
EVID_11215,Mobile Phone,Financial records,Corporate network
EVID_11216,Database Dump,Suspicious email chain,Office search
EVID_11217,Network Logs,Suspect laptop,Law enforcement
EVID_11218,USB Device,Financial records,Corporate network
EVID_11219,Laptop Image,Bank transaction logs,IT department
EVID_11220,Hard Drive,Unauthorized access logs,Financial institution
EVID_11221,Network Logs,Financial records,Law enforcement
EVID_11222,Laptop Image,Unauthorized access logs,IT department
EVID_11223,Server Image,Bank transaction logs,Personal device
EVID_11224,Server Image,Malware traces,Personal device
EVID_11225,Network Logs,Financial records,Office search
EVID_11226,Network Logs,Unauthorized access logs,Law enforcement
EVID_11227,Laptop Image,Financial records,Internal audit
EVID_11228,Hard Drive,Malware traces,Personal device
EVID_11229,USB Device,Financial records,Cloud provider
EVID_11230,Hard Drive,Suspect laptop,IT department
EVID_11231,Mobile Phone,Suspect laptop,Internal audit
EVID_11232,Laptop Image,Financial records,Internal audit
EVID_11233,Server Image,Unauthorized access logs,IT department
EVID_11234,Account Records,Suspect laptop,IT department
EVID_11235,Hard Drive,Deleted files recovery,IT department
EVID_11236,Email Logs,Encrypted smartphone,Corporate network
EVID_11237,Hard Drive,Suspect laptop,Personal device
EVID_11238,Server Image,Bank transaction logs,Internal audit
EVID_11239,Database Dump,Suspicious email chain,Law enforcement
EVID_11240,Mobile Phone,Unauthorized access logs,Internal audit
EVID_11241,Hard Drive,Financial records,Personal device
EVID_11242,USB Device,Malware traces,Office search
EVID_11243,Database Dump,Malware traces,Internal audit
EVID_11244,Email Logs,Forged documents,Office search
EVID_11245,Account Records,Encrypted smartphone,Personal device
EVID_11246,Hard Drive,Unauthorized access logs,Personal device
EVID_11247,Server Image,Bank transaction logs,Personal device
EVID_11248,Laptop Image,Malware traces,Financial institution
EVID_11249,Email Logs,Unauthorized access logs,Law enforcement
EVID_11250,USB Device,Financial records,Law enforcement
EVID_11251,Email Logs,Suspicious email chain,Law enforcement
EVID_11252,Cloud Storage,Suspect laptop,Internal audit
EVID_11253,Server Image,Unauthorized access logs,IT department
EVID_11254,Mobile Phone,Financial records,Corporate network
EVID_11255,Account Records,Forged documents,IT department
EVID_11256,Hard Drive,Encrypted smartphone,Financial institution
EVID_11257,Account Records,Deleted files recovery,Law enforcement
EVID_11258,Account Records,Forged documents,Office search
EVID_11259,Database Dump,External USB,Internal audit
EVID_11260,Mobile Phone,Suspicious email chain,Office search
EVID_11261,Cloud Storage,Malware traces,Internal audit
EVID_11262,Network Logs,Unauthorized access logs,Office search
EVID_11263,Account Records,Forged documents,Law enforcement
EVID_11264,Hard Drive,Financial records,Internal audit
EVID_11265,USB Device,External USB,Cloud provider
EVID_11266,Network Logs,Suspicious email chain,Cloud provider
EVID_11267,USB Device,Bank transaction logs,Corporate network
EVID_11268,Account Records,Financial records,Cloud provider
EVID_11269,Cloud Storage,Encrypted smartphone,Personal device
EVID_11270,Cloud Storage,Encrypted smartphone,Internal audit
EVID_11271,Cloud Storage,Forged documents,Corporate network
EVID_11272,Hard Drive,Suspect laptop,IT department
EVID_11273,Laptop Image,Unauthorized access logs,IT department
EVID_11274,Account Records,External USB,Personal device
EVID_11275,Account Records,External USB,Personal device
EVID_11276,Account Records,Bank transaction logs,Law enforcement
EVID_11277,Server Image,External USB,Office search
EVID_11278,USB Device,Unauthorized access logs,IT department
EVID_11279,Laptop Image,Bank transaction logs,IT department
EVID_11280,Laptop Image,Malware traces,Cloud provider
EVID_11281,Account Records,Suspect laptop,Financial institution
EVID_11282,Cloud Storage,External USB,Financial institution
EVID_11283,Hard Drive,Forged documents,IT department
EVID_11284,Network Logs,Bank transaction logs,Law enforcement
EVID_11285,Database Dump,Financial records,Office search
EVID_11286,Hard Drive,Encrypted smartphone,Law enforcement
EVID_11287,Hard Drive,Malware traces,Corporate network
EVID_11288,Account Records,Forged documents,Corporate network
EVID_11289,Database Dump,Malware traces,Office search
EVID_11290,Mobile Phone,Suspicious email chain,Office search
EVID_11291,Email Logs,Encrypted smartphone,Corporate network
EVID_11292,Hard Drive,Suspect laptop,Office search
EVID_11293,Laptop Image,Bank transaction logs,Cloud provider
EVID_11294,Laptop Image,Unauthorized access logs,Corporate network
EVID_11295,USB Device,Encrypted smartphone,Internal audit
EVID_11296,Cloud Storage,Bank transaction logs,Financial institution
EVID_11297,Cloud Storage,Forged documents,Corporate network
EVID_11298,Network Logs,External USB,Internal audit
EVID_11299,Cloud Storage,Malware traces,Cloud provider
EVID_11300,Database Dump,Forged documents,IT department
EVID_11301,Cloud Storage,Suspect laptop,Financial institution
EVID_11302,Cloud Storage,Suspicious email chain,Office search
EVID_11303,Email Logs,Unauthorized access logs,IT department
EVID_11304,USB Device,Unauthorized access logs,Corporate network
EVID_11305,Cloud Storage,Financial records,Financial institution
EVID_11306,USB Device,Unauthorized access logs,IT department
EVID_11307,Account Records,Financial records,Office search
EVID_11308,Cloud Storage,Deleted files recovery,Financial institution
EVID_11309,Cloud Storage,Malware traces,Office search
EVID_11310,Laptop Image,Suspicious email chain,Cloud provider
EVID_11311,Mobile Phone,Bank transaction logs,Cloud provider
EVID_11312,Hard Drive,Financial records,Corporate network
EVID_11313,Account Records,Suspicious email chain,Corporate network
EVID_11314,Cloud Storage,Deleted files recovery,Corporate network
EVID_11315,Laptop Image,Deleted files recovery,Office search
EVID_11316,Server Image,Encrypted smartphone,Corporate network
EVID_11317,Network Logs,External USB,Financial institution
EVID_11318,Email Logs,Bank transaction logs,Cloud provider
EVID_11319,Hard Drive,Unauthorized access logs,Internal audit
EVID_11320,Server Image,Suspect laptop,Corporate network
EVID_11321,USB Device,Financial records,Law enforcement
EVID_11322,Server Image,Forged documents,IT department
EVID_11323,Email Logs,Financial records,Law enforcement
EVID_11324,Email Logs,External USB,Corporate network
EVID_11325,Database Dump,Suspicious email chain,Financial institution
EVID_11326,Server Image,Deleted files recovery,Cloud provider
EVID_11327,Hard Drive,Unauthorized access logs,Internal audit
EVID_11328,Laptop Image,Suspicious email chain,Law enforcement
EVID_11329,Server Image,Suspicious email chain,Cloud provider
EVID_11330,Cloud Storage,Bank transaction logs,IT department
EVID_11331,Network Logs,Deleted files recovery,IT department
EVID_11332,Laptop Image,Malware traces,Law enforcement
EVID_11333,USB Device,Forged documents,Office search
EVID_11334,Email Logs,Suspect laptop,Cloud provider
EVID_11335,USB Device,Unauthorized access logs,Law enforcement
EVID_11336,Email Logs,Unauthorized access logs,Personal device
EVID_11337,Network Logs,Forged documents,IT department
EVID_11338,Database Dump,External USB,Personal device
EVID_11339,Hard Drive,External USB,Personal device
EVID_11340,Network Logs,Forged documents,Law enforcement
EVID_11341,Server Image,Malware traces,Corporate network
EVID_11342,Mobile Phone,Encrypted smartphone,Law enforcement
EVID_11343,Account Records,Forged documents,Cloud provider
EVID_11344,Network Logs,Encrypted smartphone,Internal audit
EVID_11345,Email Logs,Suspect laptop,Internal audit
EVID_11346,USB Device,Encrypted smartphone,Law enforcement
EVID_11347,USB Device,Forged documents,Corporate network
EVID_11348,Database Dump,Unauthorized access logs,Financial institution
EVID_11349,Hard Drive,Deleted files recovery,Internal audit
EVID_11350,Laptop Image,External USB,Office search
EVID_11351,Email Logs,Deleted files recovery,Law enforcement
EVID_11352,Mobile Phone,External USB,IT department
EVID_11353,Network Logs,Forged documents,Internal audit
EVID_11354,Account Records,Bank transaction logs,IT department
EVID_11355,Account Records,Forged documents,Internal audit
EVID_11356,Laptop Image,Bank transaction logs,Internal audit
EVID_11357,Database Dump,Suspect laptop,Internal audit
EVID_11358,Network Logs,Bank transaction logs,Personal device
EVID_11359,Laptop Image,Forged documents,Financial institution
EVID_11360,Hard Drive,Suspect laptop,IT department
EVID_11361,Server Image,Forged documents,Internal audit
EVID_11362,Mobile Phone,Financial records,Internal audit
EVID_11363,Mobile Phone,Unauthorized access logs,Law enforcement
EVID_11364,Database Dump,Unauthorized access logs,Cloud provider
EVID_11365,Email Logs,Suspect laptop,Cloud provider
EVID_11366,Database Dump,Bank transaction logs,IT department
EVID_11367,Mobile Phone,Encrypted smartphone,Personal device
EVID_11368,USB Device,Bank transaction logs,Financial institution
EVID_11369,Server Image,Suspect laptop,Corporate network
EVID_11370,Cloud Storage,Deleted files recovery,IT department
EVID_11371,Cloud Storage,Malware traces,Internal audit
EVID_11372,Network Logs,Encrypted smartphone,Internal audit
EVID_11373,Database Dump,Suspect laptop,Office search
EVID_11374,Database Dump,Encrypted smartphone,Internal audit
EVID_11375,Database Dump,Deleted files recovery,Internal audit
EVID_11376,Laptop Image,Forged documents,Cloud provider
EVID_11377,Email Logs,Unauthorized access logs,Cloud provider
EVID_11378,Server Image,Suspect laptop,Financial institution
EVID_11379,Laptop Image,Malware traces,Cloud provider
EVID_11380,Mobile Phone,External USB,Law enforcement
EVID_11381,Email Logs,Forged documents,Corporate network
EVID_11382,Cloud Storage,Encrypted smartphone,Personal device
EVID_11383,Server Image,Financial records,IT department
EVID_11384,Laptop Image,Encrypted smartphone,IT department
EVID_11385,Email Logs,Suspicious email chain,Cloud provider
EVID_11386,Network Logs,Suspicious email chain,Corporate network
EVID_11387,Cloud Storage,Suspect laptop,Corporate network
EVID_11388,Account Records,Suspect laptop,Office search
EVID_11389,Cloud Storage,Forged documents,Law enforcement
EVID_11390,Hard Drive,Unauthorized access logs,Financial institution
EVID_11391,Network Logs,Suspicious email chain,Corporate network
EVID_11392,Server Image,Malware traces,Financial institution
EVID_11393,Cloud Storage,External USB,Internal audit
EVID_11394,Server Image,Suspicious email chain,IT department
EVID_11395,USB Device,Deleted files recovery,IT department
EVID_11396,Hard Drive,Forged documents,Personal device
EVID_11397,Database Dump,Financial records,Law enforcement
EVID_11398,Network Logs,External USB,Personal device
EVID_11399,Database Dump,Malware traces,IT department
EVID_11400,Account Records,Financial records,Internal audit
EVID_11401,Database Dump,Suspicious email chain,Law enforcement
EVID_11402,Cloud Storage,Malware traces,Office search
EVID_11403,Laptop Image,External USB,Office search
EVID_11404,Database Dump,Bank transaction logs,Corporate network
EVID_11405,Account Records,Bank transaction logs,Financial institution
EVID_11406,Database Dump,Encrypted smartphone,IT department
EVID_11407,USB Device,External USB,Financial institution
EVID_11408,Hard Drive,Malware traces,IT department
EVID_11409,Database Dump,Malware traces,Internal audit
EVID_11410,USB Device,Suspicious email chain,Personal device
EVID_11411,Laptop Image,Encrypted smartphone,Internal audit
EVID_11412,Hard Drive,Forged documents,Law enforcement
EVID_11413,Mobile Phone,Suspect laptop,IT department
EVID_11414,Hard Drive,Suspect laptop,Corporate network
EVID_11415,Laptop Image,Bank transaction logs,Financial institution
EVID_11416,Laptop Image,Malware traces,IT department
EVID_11417,Cloud Storage,Deleted files recovery,Personal device
EVID_11418,Database Dump,Deleted files recovery,Cloud provider
EVID_11419,Cloud Storage,Forged documents,IT department
EVID_11420,Email Logs,External USB,Law enforcement
EVID_11421,Database Dump,External USB,Office search
EVID_11422,Email Logs,Bank transaction logs,Corporate network
EVID_11423,Database Dump,Suspicious email chain,IT department
EVID_11424,Hard Drive,Malware traces,Personal device
EVID_11425,Server Image,Encrypted smartphone,IT department
EVID_11426,Hard Drive,Suspicious email chain,Corporate network
EVID_11427,Network Logs,Malware traces,Cloud provider
EVID_11428,USB Device,Unauthorized access logs,Cloud provider
EVID_11429,Hard Drive,Deleted files recovery,Law enforcement
EVID_11430,Cloud Storage,Bank transaction logs,Personal device
EVID_11431,Mobile Phone,Malware traces,Office search
EVID_11432,Cloud Storage,Suspect laptop,Office search
EVID_11433,Network Logs,Bank transaction logs,Office search
EVID_11434,USB Device,Suspicious email chain,Law enforcement
EVID_11435,Email Logs,Forged documents,Cloud provider
EVID_11436,Account Records,Financial records,Corporate network
EVID_11437,Email Logs,Malware traces,Law enforcement
EVID_11438,Network Logs,Unauthorized access logs,Office search
EVID_11439,USB Device,Financial records,Internal audit
EVID_11440,Account Records,External USB,Personal device
EVID_11441,USB Device,Encrypted smartphone,Personal device
EVID_11442,Hard Drive,Bank transaction logs,Internal audit
EVID_11443,Cloud Storage,External USB,Internal audit
EVID_11444,Database Dump,Suspect laptop,Corporate network
EVID_11445,Cloud Storage,Bank transaction logs,Cloud provider
EVID_11446,Network Logs,Bank transaction logs,Corporate network
EVID_11447,Hard Drive,Forged documents,Cloud provider
EVID_11448,Network Logs,Encrypted smartphone,Personal device
EVID_11449,Server Image,Suspicious email chain,Internal audit
EVID_11450,USB Device,Malware traces,Cloud provider
EVID_11451,Hard Drive,Suspect laptop,Cloud provider
EVID_11452,Cloud Storage,External USB,Financial institution
EVID_11453,Email Logs,Suspicious email chain,Cloud provider
EVID_11454,Laptop Image,Financial records,Internal audit
EVID_11455,Account Records,Malware traces,Financial institution
EVID_11456,Hard Drive,Unauthorized access logs,Cloud provider
EVID_11457,Cloud Storage,Suspicious email chain,IT department
EVID_11458,Network Logs,Financial records,Personal device
EVID_11459,Laptop Image,Financial records,Law enforcement
EVID_11460,Hard Drive,Suspect laptop,Personal device
EVID_11461,Cloud Storage,Unauthorized access logs,Law enforcement
EVID_11462,Server Image,Suspect laptop,Office search
EVID_11463,Account Records,Suspect laptop,Cloud provider
EVID_11464,Server Image,Bank transaction logs,Internal audit
EVID_11465,Laptop Image,External USB,Corporate network
EVID_11466,Email Logs,Malware traces,Office search
EVID_11467,Hard Drive,Unauthorized access logs,Financial institution
EVID_11468,Network Logs,Bank transaction logs,Financial institution
EVID_11469,USB Device,Suspicious email chain,Corporate network
EVID_11470,Database Dump,Deleted files recovery,Corporate network
EVID_11471,Hard Drive,Deleted files recovery,Cloud provider
EVID_11472,USB Device,External USB,Financial institution
EVID_11473,Database Dump,Deleted files recovery,Law enforcement
EVID_11474,Mobile Phone,Deleted files recovery,Cloud provider
EVID_11475,USB Device,Unauthorized access logs,Personal device
EVID_11476,Mobile Phone,Deleted files recovery,Office search
EVID_11477,Email Logs,Unauthorized access logs,IT department
EVID_11478,Laptop Image,Suspicious email chain,Cloud provider
